ID,Vraag,Antwoord,Taal vraag,Taal antwoord,Methode,Boek
1520,überprüfen,controleren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1521,das Unternehmen,het bedrijf,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1522,unterrichten,onderwijzen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1523,verfassen,schrijven,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1524,widersprechen,tegenspreken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1525,das Allgemeinwissen,de algemene kennis,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1526,der Alltag,het alledaagse leven,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1527,der Anzug,het pak,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1528,die Auszeit,de korte onderbreking,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1529,beliebt,populair,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1530,beten,bidden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1531,bevor,voordat,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1532,die Führung,de leiding,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1533,etwas halten für,vinden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1534,der Haushalt,het huishouden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1535,loben,prijzen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1536,reizen,prikkelen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1537,scheitern,mislukken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1538,staunen,zich verbazen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1539,sich unterhalten,praten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1540,die Verabredung,de afspraak,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1541,während,terwijl,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1542,ziemlich,tamelijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1543,de afkeer,die Abneigung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1544,beloven,versprechen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1545,het cijfer,die Note,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1546,de economie,die Wirtschaft,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1547,de gezichtsuitdrukking,der Gesichtsausdruck,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1548,hetzelfde,gleichfalls,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1549,het hoorcollege,die Vorlesung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1550,de nadruk,der Schwerpunkt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1551,de opleiding,die Ausbildung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1552,het vak,das Fach,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1553,de studieplaats,der Studienplatz,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1554,de taalkennis,die Sprachkenntnisse,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1555,uitoefenen,ausüben,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1556,de verbazing,das Erstaunen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1557,lastig,schwierig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1558,die Absicht,de bedoeling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1559,bestätigen,bevestigen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1560,das Ergebnis,het resultaat,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1561,die Erziehung,de opvoeding,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1562,das Fazit,de conclusie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1563,fehlen,ontbreken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1564,der Flur,de gang,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1565,die Gedenkstätte,de gedenkplaats,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1566,die Gesamtschule,de scholengemeenschap,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1567,sich kümmern um,zorgen voor,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1568,die Laune,het humeur,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1569,lösen,oplossen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1570,die Oberstufe,de bovenbouw,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1571,der Reiz,de aantrekkingskracht,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1572,schlechthin,gewoonweg,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1573,der Seitensprung,het vreemdgaan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1574,die Umwelt,het milieu,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1575,die Vernunft,het verstand,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1576,angesagt,populair,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1577,anwenden,gebruiken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1578,der Aufenthalt,het verblijf,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1579,auswerten,evalueren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1580,bereits,al,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1581,fordern,eisen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1582,hemmen,remmen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1583,die Herausforderung,de uitdaging,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1584,insgesamt,in totaal,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1585,die Kita,het kinderdagverblijf,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1586,laut,volgens,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1587,die Menge,de grote hoeveelheid,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1588,mittlerweile,inmiddels,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1589,das Stipendium,de studiebeurs,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1590,überqueren,oversteken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1591,verzichten auf,afzien van,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1592,die Weile,het poosje,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1593,winzig,piepklein,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1594,de deelnemer,der Teilnehmer,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1595,doelbewust,zielstrebig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1596,duren,dauern,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1597,eenzaam,einsam,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1598,de gegevens,die Daten,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1599,het gevoel,das Gefühl,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1600,inspannend,anstrengend,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1601,jammer,schade,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1602,kinderachtig,kindisch,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1603,leren (aanleren),lehren,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1604,leren (zelf leren),lernen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1605,opgewonden,aufgeregt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1606,relaxed,locker,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1607,het verwijt,der Vorwurf,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1608,wennen aan,sich gewöhnen an,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1609,der Abschnitt,het tekstgedeelte,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1610,also,dus,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1611,die Angaben,de gegevens,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1612,belegen,bewijzen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1613,die Bewertung,de beoordeling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1614,gerade,zojuist,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1615,in Bezug auf,met betrekking tot,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1616,irgendwie,op de een of andere manier,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1617,irgendwo,ergens,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1618,kennzeichnen,kenmerken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1619,nicht nur … sondern auch,niet alleen … maar ook,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1620,schließen aus,concluderen uit,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1621,das Verhältnis,de verhouding,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1622,weder … noch,noch … noch,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1623,zwar,weliswaar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1624,ansonsten,verder,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1625,darstellen,voorstellen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1626,demnächst,binnenkort,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1627,demütigen,vernederen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1628,eindeutig,duidelijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1629,sich einigen,het eens worden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1630,erwägen,overwegen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1631,die Gegend,de omgeving,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1632,ausschlaggebend,doorslaggevend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1633,das Mittelalter,de middeleeuwen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1634,nachfolgen,opvolgen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1635,nachschauen,nakijken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1636,neidisch,jaloers,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1637,der Sieg,de overwinning,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1638,teilweise,gedeeltelijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1639,trennen,scheiden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1640,unterzeichnen,ondertekenen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1641,die Währung,de valuta,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1642,der Abgeordnete,de afgevaardigde,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1643,der Anlass,de aanleiding,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1644,das Attentat,de aanslag,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1645,auslösen,teweegbrengen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1646,darüber hinaus,bovendien,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1647,erringen,behalen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1648,der Friedhof,de begraafplaats,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1649,das Heer,het leger,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1650,tagen,vergaderen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1651,täuschen,misleiden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1652,die Verfassung,de grondwet,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1653,die Versammlung,de vergadering,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1654,vorhersehen,voorspellen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1655,wachsen,groeien,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1656,zerstören,verwoesten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1657,der Zeuge,de getuige,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1658,zusichern,toezeggen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1659,der Zweck,het doel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1660,de verzameling,die Sammlung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1661,het kasteel,das Schloss,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1662,het paleis,der Palast,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1663,het tijdperk,das Zeitalter,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1664,de zaal,der Saal,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1665,aanraken,anfassen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1666,bezichtigen,besichtigen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1667,de achtergrond,der Hintergrund,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1668,de gebeurtenis,das Ereignis,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1669,het toneelstuk,das Schauspiel,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1670,afwisselend,abwechslungsreich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1671,grandioos,großartig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1672,kleurrijk,bunt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1673,lelijk,hässlich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1674,behoorlijk,ziemlich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1675,absperren,afsluiten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1676,die Auszeichnung,de onderscheiding,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1677,die Behörde,de instantie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1678,bewältigen,verwerken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1679,das Denkmal,het monument,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1680,das Ereignis,de gebeurtenis,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1681,die Genehmigung,de goedkeuring,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1682,der Kreis,de kring,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1683,das Loch,het gat,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1684,das Opfer,het slachtoffer,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1685,spalten,splijten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1686,spinnen,gek zijn,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1687,stolpern,struikelen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1688,trennen,scheiden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1689,verhaften,arresteren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1690,vielversprechend,veelbelovend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1691,wirtschaftlich,economisch,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1692,das Werkzeug,het gereedschap,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1693,die Absicht,de bedoeling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1694,der Angriff,de aanval,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1695,sich mit auseinandersetzen,behandelen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1696,bilden,vormen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1697,der Enkel,het kleinkind,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1698,erzielen,behalen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1699,fraglich,twijfelachtig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1700,das Gesetz,de wet,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1701,die Heimat,het vaderland,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1702,kämpfen,vechten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1703,der Krieg,de oorlog,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1704,der Nachfahre,de afstammeling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1705,schildern,beschrijven,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1706,der /das Silvester,oudjaarsdag,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1707,das Tor,de poort,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1708,Trümmer,puin,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1709,das Verbrechen,de misdaad,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1710,die Wende,de ommekeer,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1711,bekijken,sich anschauen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1712,de kleur,die Farbe,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1713,de kunstenaar,der Künstler,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1714,de plattegrond,der Übersichtsplan,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1715,het portret,das Porträt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1716,de rondleiding,die Führung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1717,de schaduw,der Schatten,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1718,de schilder,der Maler,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1719,het schilderij,das Gemälde,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1720,het standbeeld,die Statue,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1721,de stijl,der Stil,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1722,de vitrine,der Schaukasten,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1723,de voorgrond,der Vordergrund,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1724,voorstellen,darstellen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1725,het voorwerp,der Gegenstand,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1726,die Art,de soort,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1727,behaupten,beweren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1728,bewilligen,toekennen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1729,derzeit,momenteel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1730,erläutern,toelichten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1731,existieren,bestaan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1732,fürsorglich,zorgzaam,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1733,das Gedächtnis,het geheugen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1734,hingegen,daarentegen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1735,immerhin,desondanks,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1736,die Studie,het onderzoek,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1737,treffen,ontmoeten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1738,die Verständigung,het begrip,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1739,zufolge,volgens,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1740,zutreffend,correct,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1741,der Bedarf,de behoefte,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1742,die Bedingung,de voorwaarde,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1743,beschränken,beperken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1744,einsparen,bezuinigen op,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1745,errichten,(op)bouwen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1746,erzeugen,opwekken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1747,geeignet,geschikt,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1748,das Geschoss,de verdieping,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1749,der Grundriss,de plattegrond,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1750,sich leisten,zich verloorloven,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1751,sich nähern,naderen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1752,schonen,ontzien,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1753,speichern,opslaan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1754,stattfinden,plaats vinden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1755,der Verlust,het verlies,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1756,verwenden,gebruiken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1757,die Welle,de golf,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1758,der Wettbewerb,de competitie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1759,altern,ouder worden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1760,die Bereicherung,de verrijking,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1761,die Fassung,de zelfbeheersing,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1762,der Fehler,de fout,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1763,fies,gemeen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1764,die Geschichte,het verhaal,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1765,irgendwann,ooit,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1766,das Jahrzehnt,het decennium,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1767,die Krawatte,de stropdas,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1768,ohnehin,toch al,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1769,das Praktikum,de stage,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1770,der Rentner,de gepensioneerde,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1771,stur,koppig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1772,tatsächlich,inderdaad,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1773,versuchen,proberen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1774,verzerren,vervormen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1775,vorrangig,met prioriteit,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1776,die Zeitspanne,de tijdsduur,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1777,begeleiden,betreuen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1778,betrokken,engagiert,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1779,het bezwaar,der Einwand,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1780,de eis,die Forderung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1781,het huishouden,der Haushalt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1782,hulpvaardig,hilfsbereit,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1783,de leeftijd,das Alter,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1784,de medewerker,der Mitarbeiter,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1785,solliciteren naar,sich bewerben um,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1786,terneergeslagen,niedergeschlagen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
